name,workday,NAME_1,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,PageRank,Labour Day,Have to work,weekend,Transfer Lines,FDof Study Area,FM of Study Area,FAR of Study Area,BD of Study Area,Distance to city center,FD of Regulated Area,FM of Regulated Area,FAR of Regulated Area,BD of Regulated Area,Road Density,Balance Coefficient,Peak Hour Coefficient,Subway Inflow/Outflow,Bus Inflow/Outflow
昌平西山口,84.68518518518519,D1,0.0022675736961451,0.0,0.0405122376758488,1.7816389680840773e-32,0.0009275362504395,107.87671232876713,115.72222222222224,83.72222222222223,1,69,2.789671098819888,0.2177999992197972,0.0761475282824755,41.62646974292984,14,1.9459101490553128,0.0391882880810387,0.0129509122354004,14.60131812149402,1.4930108473790191,2.366676030468548,1.2114297461198478,0.5067840117345067
星城,73.88679245283019,D1,0.0045351473922902,0.0354566068851783,0.0362094563145717,2.5955917035435597e-32,0.0024436429044092,66.27777777777777,68.38888888888889,68.5,0,252,3.614305128792434,0.4837035526251743,0.1194933514589302,36.22237248573667,113,3.4108855710447594,0.1816438294420369,0.0376621998953245,15.209282102522716,1.84160536816664,3.5166664045056457,1.1376046844147885,1.0589823984105797
景泰,278.50892857142856,D0,0.0045351473922902,0.0249020820449391,0.0835934681328334,4.256752339777517e-08,0.0014071944590888,165.65753424657535,266.55555555555554,182.3333333333333,1,1353,3.941247929879648,1.8477434363876064,0.339422528307663,4.52695448697985,207,3.668041130411223,0.2567361641543612,0.0506660145945107,9.37163512480427,2.0235024323256643,3.109389781812565,1.0768250681849854,0.9077259931185486
木樨地,629.2017543859649,D0,0.0090702947845804,0.1003092145949288,0.0847002352342806,3.1549294814736006e-11,0.0030530979986464,279.5394736842105,576.9473684210526,286.0,1,1286,4.215474347781993,1.8847510974492256,0.2500743574701589,5.628121235293292,189,3.540280991178844,0.2275210473192359,0.0325210797450614,16.814172260188826,3.424185706572288,5.103235171383219,0.9641095376535683,0.7497515135086293
果园,430.9724770642202,D1,0.0045351473922902,0.0280766852195423,0.0478780990714577,1.6949455165307582e-26,0.0019958913978718,192.90540540540545,412.5,195.16666666666663,1,1747,3.938800443428707,1.4929989342294967,0.2246172709281848,20.871961192874853,429,3.671533033584834,0.3879609212785228,0.05801325043944,26.03385315324451,1.4957979229102518,3.507248469494192,1.1072532733049338,0.911692271607834
枣园,591.6754385964912,D1,0.0045351473922902,0.0267161410018552,0.0597801852636066,1.5910903433903047e-10,0.0018788480787744,400.0131578947368,576.5263157894736,423.7894736842105,1,1384,3.914233615182067,1.255997928038635,0.189462068304666,17.94672386848639,519,3.691545668324759,0.3684365559984,0.0485840408929377,16.69486068711538,1.5636904804392342,3.0080984501406327,0.9665051574495026,1.1463473516488822
桥湾,241.92105263157896,D0,0.0045351473922902,0.0164399092970521,0.0835292642402583,1.8757505924060987e-11,0.0013987989368367,115.70666666666666,214.57894736842104,125.10526315789474,1,1345,4.024786842818735,1.3717293700681843,0.2587217168409451,1.4930368409502777,275,3.751426433354162,0.2519678116453591,0.0421373908209087,25.43222328505136,2.7009437832530456,5.5610607940324845,0.9704187109989044,0.9365843287332328
梨园,689.2293577981651,D1,0.0045351473922902,0.0196763553906411,0.0439503342254258,6.116684893955346e-30,0.0022026397199163,380.83561643835617,648.7777777777778,376.1666666666667,1,1701,3.886690165879807,1.3424790989718467,0.1953978124620681,22.842979077591888,611,3.6140213229404816,0.3999842548205795,0.0523958508074484,16.127747428811638,1.447306704858014,3.25911683609959,0.9993923230140779,0.9547315869187188
次渠,125.74074074074076,D1,0.0090702947845804,0.0185013399299113,0.0576109665161257,7.492781669617874e-13,0.0035764309938519,81.76388888888889,116.27777777777776,72.55555555555556,1,156,3.463609417087712,0.2001551545751355,0.0430277646982937,19.695920133796548,28,2.5026614364092272,0.0322090633597743,0.008548574173415,4.957399426864657,1.9174500525485425,3.57546242997779,1.0255562505584843,0.0
次渠南,203.63888888888889,D1,0.0045351473922902,0.0056792413935271,0.0573905551666576,3.4357298253403946e-11,0.001889832276435,120.13888888888889,201.38888888888889,115.55555555555556,1,286,3.560845709346602,0.7464805768016326,0.0934955201814068,19.55892205039929,13,1.4105135571148382,0.1502490596491526,0.0188160868514857,11.424079322546326,1.7860845960820793,3.243519750482816,1.0611199184690294,0.0
永定门外,301.5701754385965,D0,0.0090702947845804,0.0915378272521129,0.0864336197423535,2.30974384079102e-06,0.0033032908317613,232.3815789473684,277.5263157894737,189.6315789473684,2,1033,3.8585739281626616,1.597551315115235,0.2750855389225601,4.2251046162337005,106,3.21914532471869,0.1543713334341194,0.0303054813850418,22.296922969451543,2.0233773918290274,2.724859131506658,1.0187227623198123,0.0
清源路,466.4035087719298,D1,0.0045351473922902,0.0223149866007008,0.0564668234895204,3.272691330427622e-12,0.0020178653489738,333.9066666666667,460.578947368421,380.05555555555554,1,1537,4.036273302298538,1.3433403351423037,0.2146121725816312,19.063715480764984,279,3.820881886951904,0.2360566034673889,0.0439147463482383,18.314624046157867,1.724186872238372,2.858016577575301,1.0268707706458182,0.8047832786226301
湾子,523.8157894736842,D0,0.0045351473922902,0.0089466089466089,0.0787937707232866,1.0386273865213336e-11,0.0011482173090231,250.50666666666663,482.8421052631579,267.05263157894734,1,2063,3.961651588749572,1.884688027552716,0.239247603025577,6.6904343023896375,308,3.5858142189824003,0.2192505860976823,0.0307440915326251,22.900834640030983,2.4175261385524327,3.2954300079270684,1.1235177974608148,1.0201579964788197
潞城,446.561403508772,D1,0.0045351473922902,0.0045042259327973,0.0403731237274492,6.0381557260883755e-31,0.0027030841123118,261.5657894736842,410.05263157894734,221.1052631578948,1,135,3.491580150099783,0.1792345535200265,0.0561736419861013,29.437690936236223,61,3.2445668030684507,0.0272317880353996,0.0088135372628183,16.164976785012573,1.6917074681427138,3.733532400278211,1.1332641821639375,1.0641016173103905
瀛海,173.92592592592592,D1,0.0022675736961451,0.0,0.0489116717071357,7.665976739070899e-21,0.0013096182773004,153.86111111111111,167.77777777777777,129.66666666666666,1,294,3.381823999930808,0.6105451149936518,0.1286300435388192,16.548508324975717,61,3.234085184791782,0.1429464325019126,0.0293548475649507,18.77298611968501,1.4962895782379535,2.618921711740357,1.003683935719673,0.0
灯市口,832.6754385964912,D0,0.0045351473922902,0.0242939600082457,0.0879717711149171,1.2113091253383676e-13,0.0012695711385177,405.1578947368421,714.6842105263158,392.5263157894737,1,2913,4.260672695637352,2.24549763863947,0.330473253336387,1.7717518281143525,510,3.940851949899768,0.4232386910705867,0.0472810275350112,19.24340718575306,2.4306359032259945,4.500642713493007,0.9554551993139506,1.0363455632160472
燕山,81.51428571428572,D1,0.0022675736961451,0.0,0.030719610773481,5.792634477750699e-40,0.0015441079362689,74.5072463768116,68.94444444444444,54.16666666666666,0,339,3.728853844459403,0.6016982944842207,0.1213404355407604,42.18691141216604,92,3.604509197053788,0.1825553588253921,0.037348714719805,13.80872387733142,1.908623939230724,2.9323457311364507,1.0988996847049741,0.8812383691422772
物资学院路,942.4821428571428,D1,0.0045351473922902,0.031096681096681,0.0530836373597639,1.1894415140665037e-21,0.0025367501353398,519.68,899.6315789473684,561.5263157894736,1,566,3.653588722964123,0.6613990944417817,0.1242401870642022,20.342089926234,354,3.446193721043404,0.3481564230199238,0.0596595710097641,13.783413810700305,1.5124933023113547,3.3739777325024627,1.049339001874918,0.8287669509648526
王府井,821.6666666666666,D0,0.0090702947845804,0.0741187384044526,0.0879006684508517,6.72939270994999e-13,0.0028112065077374,1972.921052631579,735.2631578947369,678.0,1,2517,4.236255431568428,2.24301199884564,0.2786474917739721,0.747225760280095,488,3.881451699290192,0.3068467136884421,0.0364551280299496,19.4827050775582,1.8935746621152367,3.7243806009418368,0.8596104881796737,0.0
珠市口,284.8421052631579,D0,0.0090702947845804,0.1216862502576788,0.0861085526847318,1.1660314471025983e-09,0.0026926319274434,373.4605263157895,252.1052631578948,187.8947368421053,2,1773,3.886141089400607,1.510134845478361,0.3102340462312282,1.642586759601239,224,3.515607768511898,0.1763665967170689,0.0398896,27.491678242312773,2.114752112307452,3.52073896077254,1.055871392035075,0.8774768267726014
生物医药基地,538.1981981981982,D1,0.0045351473922902,0.0045042259327973,0.0461217565906769,1.898869011203249e-18,0.0031036558931235,413.04,501.2631578947368,408.27777777777777,1,825,3.484898653424671,0.9646101416656756,0.1437012859893758,25.29769996213176,520,3.475149017440761,0.3729755889615903,0.043879000444303,36.03305235200722,1.6184399238707547,2.7323738324670743,0.8648896181953482,1.3033302639656232
石门,502.7130434782609,D1,0.0045351473922902,0.0089878375592661,0.045220416648988,2.191817136651302e-24,0.0019266860446894,313.4605263157895,478.7368421052632,295.89473684210526,1,1646,4.18559733606176,1.435220653593634,0.1984661712026132,32.1629732949095,399,3.9612402809279055,0.3563018737576138,0.0571525403403401,19.359411463494816,1.6839674257254955,3.2096300909470883,0.9599923348805518,0.8638757240652976
磁器口,606.2869565217392,D0,0.0090702947845804,0.0963924963924963,0.0846507896795612,8.503343364551219e-13,0.002799166167966,323.44736842105266,521.1,375.1578947368421,2,2772,4.053073492245809,1.6877527192554456,0.256365862119577,1.9739196265678751,413,3.556013957148611,0.1877096018370754,0.0293335305145732,25.672379112811576,2.4993008705349715,4.585441688753121,1.0044227612620826,0.0
积水潭,1531.122807017544,D0,0.0068027210884353,0.0851267779839208,0.0946725589038662,8.401203289389692e-09,0.003024310526876,907.9342105263158,1509.4736842105262,895.0,1,1537,4.115670646772617,1.5472087323696333,0.2620507726723113,5.438269299437999,201,3.43036585971302,0.1415254219585742,0.0262900803472899,24.256802773228127,2.414861214747721,3.026764327783202,1.0747727790757307,1.4888844051505923
篱笆房,349.5263157894737,D1,0.0045351473922902,0.0779220779220779,0.0551077284219996,9.241516042347808e-16,0.001805658744731,337.63157894736844,335.89473684210526,183.73684210526315,0,160,3.7535810899313695,0.3307047610366897,0.0521303998776463,24.364384664263053,111,3.557385369798421,0.1192892945674488,0.0152539432786563,19.636090660247056,1.588943600841322,3.8264821478831137,1.0466639489061014,1.9857270294380023
经海路,532.3545454545455,D1,0.0045351473922902,0.0021232735518449,0.0587865416436845,9.620412059475844e-10,0.0022937911864263,229.9189189189189,530.7777777777778,233.27777777777777,1,422,2.3593313555059425,1.236168051806271,0.1741696066331473,19.190337989912,69,2.5686693082669154,0.1654587566352277,0.0206292199940939,19.35212648397816,2.4654332527256773,5.365949829213132,0.9635335345754832,0.0
良乡南关,213.61261261261265,D1,0.0045351473922902,0.0569470212327355,0.0438131139251954,3.063043801116862e-24,0.0018446450937489,180.04,188.31578947368425,146.26315789473685,0,1260,4.00128668708304,1.0970766600746178,0.170411257002994,30.25929411005935,408,3.604247349729976,0.3337276147481658,0.0545893689732837,15.85471199584995,1.6519985685725345,2.9813702236671564,1.0150514981273409,0.0
良乡大学城,219.92792792792795,D1,0.0045351473922902,0.0653988868274582,0.0477572080539318,7.533005297613271e-21,0.0020151476535554,167.63513513513513,228.1578947368421,173.61111111111111,0,248,3.480315723815269,0.411880003527961,0.0611052472425433,28.05263264193361,72,2.943535550586143,0.0931882095712595,0.0110035108664191,30.89934980422569,1.5273273992825585,3.194785744900385,1.0215654205607478,0.0
良乡大学城北,156.5438596491228,D1,0.0045351473922902,0.0695938981653267,0.049990853615636,4.787619660373122e-19,0.0020392991659637,95.06849315068492,170.10526315789474,89.16666666666667,0,105,3.32624941041996,0.5585415120353299,0.0919120525810969,27.09814465926712,29,2.614160943630355,0.1221374747927164,0.0232084577074052,29.43589631341777,1.7412749044160136,3.1135000923015284,1.017566711258185,0.0
良乡大学城西,268.6929824561403,D1,0.0045351473922902,0.0611832611832611,0.0457050229211247,1.7353465378702897e-22,0.0021416549578087,181.6315789473684,268.89473684210526,190.6315789473684,0,616,3.829972371788093,0.7357919687356259,0.1216686477665005,29.2867484460484,164,3.488254498095085,0.1959535012284208,0.031552774665306,20.809192304863487,1.6670447560063886,3.607145442962025,1.005314712443022,0.0
花梨坎,408.4035087719298,D1,0.0045351473922902,0.0223149866007008,0.0522421530158839,1.0142194307776595e-20,0.0020166334188275,214.13333333333333,391.05263157894734,197.8947368421053,1,322,2.982052662324319,0.7852661245551587,0.1543048266760094,23.872761927789394,43,2.8943722146047253,0.1581038364483282,0.0361118070748131,16.45660296075294,1.9994990744413128,3.250117385702339,1.0743486136268636,0.8702193637303318
苏庄,234.7037037037037,D1,0.0045351473922902,0.0526901669758812,0.0420634701376199,5.404048470608299e-26,0.0022988733705968,161.78082191780825,213.3333333333333,126.11111111111111,0,899,3.88500757387656,1.057014664018039,0.1740384004573769,31.262740960173844,310,3.6967296369498577,0.3118449387295962,0.0474570573645389,9.24198129889476,1.7846459395196903,2.9419462261011966,1.0819699223268882,0.0
荣京东街,451.0267857142857,D1,0.0045351473922902,0.0303854875283446,0.0599531984789505,1.4356135897170177e-08,0.0016033204545983,200.40277777777777,430.42105263157896,205.42105263157896,1,1108,3.120858863958032,1.323213766398617,0.1930135913852773,15.631382593126029,255,2.751348425508468,0.3369994067644695,0.0446805764556238,18.609503277299847,2.849636156653028,6.0644884440057,0.9283452045275353,0.6541861036091332
荣昌东街,463.1578947368421,D1,0.0090702947845804,0.0268501339929911,0.063321747913139,6.125787239529742e-07,0.0040257527876437,209.7894736842105,489.4736842105263,332.3157894736842,1,955,2.7765139719338308,1.4616244818223882,0.2257866829529623,16.977538280279294,428,2.415298091327123,0.392536225979913,0.0583242075216205,20.06305639064709,2.923878901523525,5.378015445743896,0.8272059729443363,1.0246811158353208
菜市口,516.948275862069,D0,0.0090702947845804,0.0936817151102865,0.0872308819256597,3.9334179493103626e-08,0.0028105689723248,320.4025974025974,465.65,355.3684210526316,2,1589,4.132785794719189,1.582831718070615,0.2536531290173993,3.0695738787434688,176,3.626829032187623,0.1753570639467411,0.0238551635606958,21.798133690371284,2.4272892822931125,3.6965667315724096,0.9680609137055837,0.0
虎坊桥,307.140350877193,D0,0.0045351473922902,0.0566274994846423,0.085583397238494,5.901194035949266e-10,0.0014570854029062,173.85526315789474,275.5263157894737,166.26315789473685,1,1638,4.083972908148715,1.655282992326408,0.3042424301991734,2.4073152936123625,210,3.5637275644975768,0.1787600110121864,0.0385426643675731,21.079253037227915,2.590902649087067,3.560183708759087,0.9724874371859297,0.7624041129427126
西单,1689.7478260869566,D0,0.0090702947845804,0.0734178519892805,0.0882215388690458,1.2898521381400256e-11,0.0031680276487329,2325.116883116883,1513.7,1480.5263157894738,2,2052,4.232457957239991,2.0695156601169824,0.2833566168490741,2.332992700677872,214,3.7683871972152287,0.3089694844762304,0.0308075258752456,31.110972713899724,2.218273318246308,4.263791417648048,0.9311540973864731,0.9872190137073545
西四,421.4224137931034,D0,0.0045351473922902,0.0357967429396,0.0906292517006802,5.3478874806124885e-09,0.0013795763341895,290.92105263157896,390.35,377.7368421052632,1,1444,4.140429493784297,1.7927547281328535,0.3650711826904114,3.300693116599096,316,3.771437760823965,0.2407766973293202,0.05168233245589,18.85897716174967,2.7173225443415614,4.370789947264834,1.0492361955148828,0.8916815995472979
西直门,2042.1391304347824,D0,0.0113378684807256,0.0904143475572046,0.0913524586651124,2.2380769973945048e-10,0.0039933359588562,1078.0128205128206,1861.3,1115.9473684210527,3,2627,3.952093560603193,1.8421312088162327,0.2550115526408743,5.643164046087153,556,3.82973780393434,0.1954542644913459,0.0250581698736588,25.604326840425443,2.6763848140312096,4.779362275511564,0.9971026963440602,0.0
西红门,980.2631578947368,D1,0.0045351473922902,0.0397959183673469,0.0724068588820348,1.3437779939186626e-05,0.0026479192247027,1051.8552631578948,945.3684210526316,930.2105263157896,1,1289,3.8025334988027417,0.8996527670003788,0.153727433220765,14.34719125132638,510,3.730592708974608,0.2020045503751224,0.0338303975970734,22.83920498743321,1.4632094262498363,2.541283088784656,0.9780701557167335,1.6711122190369354
车公庄,878.9391304347826,D0,0.0090702947845804,0.0822923108637394,0.0948376734604894,6.956440953623974e-09,0.0023957086551981,300.0657894736842,830.5263157894736,344.0,2,2168,4.067414893610831,2.0174343135554462,0.2741089493352497,5.04158250690984,403,3.7173654940549135,0.2769937182139352,0.0331939113975643,19.497294253495703,3.371806920114112,6.08735678678838,0.9328615942997419,1.0690626193203512
车公庄西,544.1666666666666,D0,0.0045351473922902,0.0751288394145537,0.0893082340717029,1.0647670524450312e-10,0.0012547482648985,201.30263157894737,509.2631578947368,224.1578947368421,1,1770,4.08686968760637,2.0106101849961457,0.2896050386671147,5.88494551037381,214,3.899209583082392,0.2934621621259965,0.0397246416100991,20.114679965772577,3.2231201799910445,5.713599239747155,0.9693838585772367,0.9828224991579656
达官营,704.5263157894736,D0,0.0090702947845804,0.0806843949701092,0.0838189611104557,9.197157527042151e-10,0.0034301741685294,384.0394736842105,656.3157894736842,428.42105263157896,1,1731,4.09354825938946,1.701634381977907,0.2123021651198373,6.034988091656983,262,3.781272386253741,0.2025476164308241,0.0251080463032659,14.990439569170624,2.293596135852471,3.404931923660946,1.0008428249602217,0.9881426083065664
通州北关,772.2727272727273,D1,0.0045351473922902,0.0267161410018552,0.0504664046593115,5.298939267128157e-23,0.0030180050417742,398.52,703.421052631579,411.1111111111111,1,495,3.834868898207382,0.5712298700123538,0.0946235831028222,22.140442535826857,59,2.757294176730242,0.1234898475378275,0.0131563503394336,21.08070476478278,1.6019799704166031,3.373385827341429,1.0088776205252403,0.9827251133664436
通州北苑,714.280701754386,D1,0.0045351473922902,0.0322716965574108,0.0501175585441549,6.790534096736874e-25,0.0023539239747956,479.35526315789474,674.4736842105264,434.6842105263158,1,2318,3.7414209763998256,1.3837488798497837,0.216313968600399,20.02933708179028,1233,3.492872076496424,0.3566649512475487,0.0486772006278212,16.94301229130811,1.7665594692338498,3.404513609645212,0.8649886597861982,0.9357442185317398
郝家府,109.84684684684684,D1,0.0045351473922902,0.0134508348794063,0.0439104076070723,1.19454727982499e-27,0.00184102403154,29.01333333333333,110.33333333333331,25.84210526315789,1,58,2.990036955633568,0.3152581049695288,0.0430753083460482,26.902413066364737,17,2.282374376159249,0.0579590744050627,0.0059158466937104,31.48818398685636,3.685258702865138,9.20259476968692,1.1649503493931592,0.026206896551724142
长椿街,970.9649122807018,D0,0.0045351473922902,0.0468975468975468,0.0855329154862888,1.296177455084639e-11,0.0015331352396198,341.75,895.7368421052631,404.7894736842105,1,1631,4.196259207157907,1.8555149330344192,0.2813966651344061,3.492394591891774,263,3.979318903367816,0.2511827080458295,0.0368296809507258,20.34154421554404,3.00659983700382,4.0475985663946,1.1165707680778367,1.0937279205442398
阎村东,61.92727272727273,D1,0.0045351473922902,0.0484126984126984,0.040440681246004,1.6500093262763426e-27,0.0025639774523976,47.74647887323944,56.8421052631579,41.11111111111112,1,130,2.915430348034153,0.3700881148710008,0.1146382959218968,32.49532441109306,12,2.138333059508028,0.1120337483959679,0.0354126015807862,11.53756183783764,1.6560721805496843,2.9345716069730976,1.058758409265094,0.0
阜成门,1335.6666666666667,D0,0.0045351473922902,0.0046485260770975,0.0894367615467239,1.1807925274313188e-10,0.0018114247062133,368.0,1141.0526315789473,437.0,1,2216,4.024047496168508,2.079839936193302,0.2795154803605932,4.50771208709469,452,3.8360866118407926,0.1835698829037945,0.0212780320005994,21.365103894557027,3.952412556681642,7.99678758845199,0.9469817872307499,1.1795293220904197
陶然亭,798.8879310344828,D0,0.0045351473922902,0.032209853638425,0.084502798788513,1.9010661370300984e-06,0.0016637109465522,509.1410256410256,696.15,485.9473684210527,1,1306,4.144892261659736,1.5895493337147673,0.2633730123216418,3.903004882476616,253,3.827798771114955,0.2328399838972545,0.0386495847522155,20.585973082397384,2.2623435034295274,2.995536742965798,0.9671263809480047,0.0
雍和宫,907.4912280701756,D0,0.0090702947845804,0.0320861678004535,0.0890340581586707,8.818168553517523e-09,0.0024298069156238,546.0394736842105,912.6315789473684,480.6315789473685,2,1690,4.016973784910027,1.3790684714209065,0.2550359107174162,5.002969718253664,313,3.562805789418087,0.1511432767739273,0.0287876777057466,20.10522074181771,1.920720914650379,4.444510427613039,0.9712863959372537,0.9055835030973267
顺义,759.7105263157895,D1,0.0045351473922902,0.0045042259327973,0.0432640883305087,5.117285623352985e-26,0.0021941904672921,500.85526315789474,717.3157894736842,453.1578947368421,1,2099,4.216314529601716,1.4843166014096012,0.2074897080217486,33.049346359157624,617,4.123669894127664,0.3374533064022231,0.0526990623159588,21.91485464949209,1.6600378303490306,3.096693867421952,0.9951793087547945,1.0918988257737723
饶乐府,43.55339805825243,D1,0.0068027210884353,0.0223768295196866,0.0327353757365689,5.232421167971288e-37,0.0028827964158824,42.38028169014085,37.588235294117645,28.823529411764707,0,223,3.341292534394076,0.4354822600585613,0.1262086986423022,40.865031129668544,113,2.985430446821565,0.1397298485342704,0.0414860003022078,7.915648678602384,1.6148097621116375,3.105469336505378,1.3292050011795236,0.0
马各庄,39.73076923076923,D1,0.0045351473922902,0.0267161410018552,0.0338221433807545,3.089745493611393e-35,0.0020325605039478,31.49275362318841,35.294117647058826,21.647058823529413,0,197,3.4408664693773447,0.3355278851630323,0.087239074013627,39.8969094906641,101,3.066881650923312,0.1361003016695706,0.0316276401576038,9.072899746381028,1.6947461087286555,3.4754657834469094,1.193983694124262,0.9088582677165354
高米店北,360.3243243243243,D1,0.0045351473922902,0.0354566068851783,0.0676653302478247,4.117036497276388e-07,0.0016640982182988,210.3733333333333,331.2105263157895,227.8947368421053,1,966,3.680541990521486,1.0074552020742544,0.1823318599913359,15.913023813561496,419,3.613044253975494,0.3005362826639547,0.0455365788068414,24.784697197518067,1.6438628271092517,2.8098861884752413,1.1161951745933862,0.8654770075497595
高米店南,403.4298245614035,D1,0.0045351473922902,0.031096681096681,0.0634880922596709,8.306613849018886e-09,0.0016712595156642,276.6575342465753,391.2631578947368,277.2631578947368,1,1243,3.811708629720764,1.0746843215268098,0.1614106968721069,16.921630151691264,600,3.535552442102606,0.3181422854087893,0.0447908540658769,16.79073995795906,1.8933457202125863,2.720937174593312,0.983979247324443,9.112554112554111
黄村火车站,313.70175438596493,D1,0.0045351473922902,0.0134508348794063,0.0507964045029501,1.1839819236293597e-15,0.0020521634125449,243.74666666666667,294.7894736842105,217.8421052631579,1,1033,3.960351034772836,1.040673499001593,0.1940696286627621,21.15264708515504,300,3.737671762110084,0.307725898387266,0.0556310367189515,24.825009326022386,1.5507569286479377,2.799607302511894,1.2808150058466417,0.8271625905797101
黄村西大街,604.4649122807018,D1,0.0045351473922902,0.0178932178932178,0.0534883079015449,6.883420596658449e-14,0.0018193401090034,510.89473684210526,562.8947368421053,481.9473684210527,1,2139,4.064589406749328,1.4625515320591669,0.2252278789789601,20.21758936752922,532,3.917552556112042,0.4056084533205355,0.0608285508691179,19.901119163351343,1.7380061268501554,2.825886797,0.9155417847592512,0.9883373889589258
鼓楼大街,585.938596491228,D0,0.0090702947845804,0.0890228818800247,0.0929729446811851,2.5683906297744485e-10,0.0030391705446541,340.4605263157895,541.7894736842105,315.63157894736844,2,1480,4.137283205803786,1.6124395216431708,0.2993292875713475,4.885758314190074,177,3.5742437827046625,0.1470452537234548,0.0327911202906351,23.95387806129504,2.8401099675609154,3.663315130642204,1.0446857067723545,0.9482377332411884
